"item_id","item_name","description","tooltip_desc","image1","image2","price","category_id","cat_also","cat_third","char_class","special","game_name","game_stack","game_color","game_type","spawn_text","rank","sold","date_created"
"899","Weald Codex","The Weald Codex in Ultima Online is a powerful spellbook introduced during the Treasures of Fey Wrath event. This item is highly prized for its significant enhancements to spellcasting abilities. It offers a substantial Spell Damage Increase of 50%, making spells much more effective in combat. Additionally, the Weald Codex provides Mana Regeneration 3, allowing for quicker recovery of mana, and Faster Casting 1, which reduces the delay between casting spells. The book also includes a 10% Lower Reagent Cost, reducing the amount of reagents needed for spellcasting. With 64 spells contained within, it is a comprehensive tool for any mage, and its shard-bound nature ensures it remains within the shard it was obtained from. The Weald Codex is blessed, adding another layer of utility for spellcasters in the game.

Blessed
Shard Bound
Mana Regeneration 3
Spell Damage Increase 50%
Faster Casting 1
Lower Reagent Cost 10%
64 Spells","Blessed
Shard Bound
Mana Regeneration 3
Spell Damage Increase 50%
Faster Casting 1
Lower Reagent Cost 10%
64 Spells","wealdcodex.png","wealdcodex.png","79.95","55","24","0",,"0",,"0","0",NULL,"Limited time event in destard.","0","0","2022-05-30"
"900","Obi Bearing The Crest of Blackthorn (CC)","Dexterity Bonus 5
Hit Point Increase 10
Hit Point Regeneration 2","Dexterity Bonus 5
Hit Point Increase 10
Hit Point Regeneration 2","obi-bearing-the-crest-of-blackthorn-(cc).png","obi-bearing-the-crest-of-blackthorn-(cc).png","8.99","51","54","0","melee, ranged","0",,"0","0",NULL,"Blackthorn Castle Minax Turn-in Reward (100 Points)","0","0","2022-06-02"
"901","Essence of Control x100","Essence of Control is a crafting resource in Ultima Online primarily used in the Imbuing system. It is one of several essences required to enhance or modify magical properties on weapons, armor, and jewelry. This essence is obtained as a loot drop from mechanical-based creatures such as clockwork scorpions, golems, and other automaton-type enemies found in specific dungeons and areas. Due to its use in imbuing high-end gear, Essence of Control is consistently in demand among crafters and warriors seeking to maximize their equipment’s effectiveness. It is typically sold in bulk by adventurers who farm mechanical creatures, and its market value fluctuates based on shard economy and supply levels.





",,"essence-of-control-x100.png","essence-of-control-x100.png","3.19","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-06-27"
"902","Silver Snake Skin x100","**Silver Snake Skin** is a **rare crafting material** in **Ultima Online**, primarily used in the creation of **Runic Reforged Quivers** and other specialized gear. It is obtained as a **loot drop from Silver Serpents**, venomous creatures known for their agility and lethal poison. These serpents can be found in various locations, including **dungeons and wilderness areas**. Due to its limited drop rate, **Silver Snake Skin** is considered a valuable commodity among crafters and archers looking to enhance their equipment. It is commonly traded in player markets, with prices varying depending on shard availability and demand.",,"silver-snake-skin-x100.png","silver-snake-skin-x100.png","1.99","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-06-27"
"903","Essence of Order x100","Essence of Order is a crafting reagent in Ultima Online, primarily used in the Imbuing system to enhance or modify magical properties on equipment. It is obtained as a loot drop from undead and ethereal creatures, including monsters such as wailing banshees, skeletal knights, and phantom-type entities found in specific dungeons and hunting areas. Due to its role in imbuing high-quality gear, Essence of Order is a sought-after material among crafters and warriors looking to optimize their armor and weapons. Its market value fluctuates based on supply and demand, making it a staple item for trade within the game's economy.",,"100-essence-of-order.png","100-essence-of-order.png","3.69","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-06-27"
"904","Essence of Passion x100","Essence of Passion is a rare alchemical component in Ultima Online, known for its connection to fire and aggression-based enhancements. Dropped by creatures infused with intense heat and fury, such as Fire Elementals, Lava Serpents, and Phoenixes, this essence embodies the raw energy of battle. Often sought after by skilled artisans, it plays a crucial role in crafting and imbuing, allowing weapons and armor to be refined with fiery properties. Due to its scarcity and importance in high-end equipment modifications, Essence of Passion remains a valuable and frequently traded resource within the player economy.",,"essence-of-passion-x100.png","essence-of-passion-x100.png","4.99","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-06-27"
"905","Essence of Singularity x100","Creatures infused with chaotic void energy sometimes leave behind **Essence of Singularity**, a material highly prized by skilled crafters. This shimmering substance carries traces of dimensional instability, making it a key component in **imbuing** powerful enhancements onto weapons, armor, and magical artifacts. Found in dangerous regions where the boundaries of reality are weakest, it is not easily acquired, and its scarcity drives high demand in the player economy. Those who seek to master imbuing often collect large quantities, ensuring their creations hold the strongest possible enchantments.",,"essence-of-singularity-x100.png","essence-of-singularity-x100.png","1.59","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-06-27"
"906","Essence of Achievement x200",,,"essence-of-achievement-x100.png","essence-of-achievement-x100.png","1.59","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-06-27"
"907","Essence of Diligence x400",,,"essence-of-diligence-x100.png","essence-of-diligence-x100.png","2.19","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-06-27"
"908","Essence of Direction x200",,,"essence-of-direction-x100.png","essence-of-direction-x100.png","1.59","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-06-27"
"909","Mastery Primer Magery","This level 3 mastery primer is for the Magery skill and allows special buffs when active.  ",,"mastery-primer-mastery.png","mastery-primer-mastery.png","9.99","43","0","0",,"0",,"0","0",NULL,,"4","0","2022-06-28"
"910","Mastery Primer Spellweaving",,,"mastery-primer-spellweaving.png","mastery-primer-spellweaving.png","12.99","43","0","0",,"0",,"0","0",NULL,,"7","0","2022-06-28"
"911","Surveyor's Scope",,NULL,"surveyors-scope.png","surveyors-scope.png","2.49","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-07-23"
"912","Enchanted Wheelbarrow","The Enchanted Wheelbarrow is a promotional item introduced in Spring 2018. When locked down or secured in a house, it can be used once per week by veteran accounts to obtain a partially hueable artificial plant that matches those available through the gardening system. There is also a chance to receive one of eight rare hued plants. The wheelbarrow itself can be dyed with natural dyes.",NULL,"enchanted-wheelbarrow.png","enchanted-wheelbarrow.png","9.99","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-07-23"
"913","Beehive","The Beehive is a decorative item that passively generates honey when placed in a secured location. Approximately every 12 hours, a jar of honey is produced, which can be collected and used in various crafting and cooking applications. The beehive features animated bees buzzing around it, adding a visual element to its function. If left unattended, production stops once 10 jars accumulate, requiring manual collection to continue generating honey.",NULL,"beehive.png","beehive.png","3.49","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-07-23"
"914","Chest Of Heirlooms","The Chest of Heirlooms is a locked container obtained during the Treasures of Tokuno events. Classified as a Minor Tokuno Artifact, it contains items of varying value. Notably, if the chest is unlocked, it becomes ineligible for turn-in exchanges. Players can collect 10 Minor Tokuno Artifacts and exchange them with Ihara Soko, the Imperial Minister of Trade, for a Major Tokuno Artifact. The Chest of Heirlooms adds an element of surprise to the event, as its contents remain unknown until unlocked.",NULL,"chest-of-heirlooms.png","chest-of-heirlooms.png","4.59","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-07-23"
"915","Haunted Mirror","The Haunted Mirror is a mysterious artifact with an enigmatic past. Its dark, intricately carved frame and shimmering surface are said to reveal fleeting images of spectral figures, hinting at a connection to realms beyond the ordinary. Revered by collectors and cloaked in eerie legends, the mirror is both an object of fascination and a cautionary emblem of hidden, otherworldly forces.",NULL,"haunted-mirror.png","haunted-mirror.png","1.99","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-07-23"
"916","Royal Taste Tester","The Royal Taste Tester Suit of Armor is a decorative statue in Ultima Online, introduced as a limited-time event reward. This elegant suit of armor serves as a nod to the trusted individuals responsible for ensuring the safety of royal feasts. It features a unique design and comes in several color variations, with one being notably rare. Beyond its aesthetic appeal, the Royal Taste Tester statue has a functional aspect, allowing players to claim a Friendship Rose once per week. Due to its exclusivity and limited availability, this item is highly sought after by collectors and players who enjoy customizing their in-game homes with rare decorations.",NULL,"royal-taste-tester.png","royal-taste-tester.png","1.49","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-07-23"
"917","Phillip's Wooden Steed","Phillip’s Wooden Steed is a decorative, non-rideable wooden horse statue in Ultima Online, introduced as a reward from the Spring Fever event. The item is a playful tribute to a child's toy steed, crafted in wood with a simplistic yet charming design. While it has no functional use beyond decoration, its nostalgic appearance makes it a popular item for home and tavern displays. Available in multiple hues, including a rare color variant, Phillip’s Wooden Steed remains a sought-after collectible among players who enjoy acquiring unique and event-exclusive furnishings for their in-game properties.",NULL,"phillips-wooden-steed.png","phillips-wooden-steed.png","1.49","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-07-23"
"918","Pillar Of Strength","The Pillar of Strength is a large stone shield in Ultima Online, exclusively usable by Gargoyle characters. As a Stygian Abyss artifact, it offers notable enhancements:

Strength Bonus: Increases the wielder's strength by 10 points.
Hit Point Increase: Adds 10 to the character's hit points.
Damage Increase: Enhances damage output by 20%.
Physical Resist: Provides a 10% boost to physical damage resistance.
Poison Resist: Grants a 1% increase in poison resistance.

The shield weighs 7 stones and requires a minimum strength of 20 to equip. Players can acquire the Pillar of Strength by defeating specific formidable adversaries, including the Devourer of Souls (Renowned), Pixie (Renowned), Slasher of Veils, and Wyvern (Renowned). Its combination of defensive and offensive attributes makes it a valuable asset for Gargoyle warriors seeking to enhance their combat capabilities.",,"pillar-of-strength.png","pillar-of-strength.png","4.99","27","0","0",,"0",,"0","0",NULL,,"0","0","2022-07-30"
"919","Unicorn Mane Woven Sandals Gargoyle","In Ultima Online, Unicorn Mane Woven Sandals are specialized footwear crafted from the mythical unicorn's mane, offering unique properties to the wearer. These sandals are available in various types, each providing a specific Eater attribute—such as Cold, Fire, Energy, Poison, or Kinetic—which grants the wearer a 2% resistance to the corresponding damage type. Additionally, all variants come with the Night Sight ability, allowing players to see clearly in low-light conditions. For Gargoyle characters, equivalent footwear known as Unicorn Mane Woven Talons is available, offering the same benefits and attributes. These items are particularly valued by adventurers seeking both functional advantages in combat and distinctive aesthetic appeal.",NULL,"unicorn-mane-woven-sandals-gargoyle.png","unicorn-mane-woven-sandals-gargoyle.png","1.49","33","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-07-30"
"920","Bottle of Ichor x 300","The Bottle of Ichor is a rare alchemical component primarily used in crafting and imbuing. It is commonly obtained from arachnid creatures such as Wolf Spiders and Sentinel Spiders, as well as the formidable Navrey Night-Eyes. Alchemists with sufficient skill can also create it through a specialized process involving Darkglow Poison and Spider's Silk. Its primary function is to enhance armor with the Night Sight property, making it a valuable resource for those seeking improved vision in darkness.",,"bottle-of-ichor-x100.png","bottle-of-ichor-x100.png","1.59","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-08-26"
"921","Death Vortex","This Ultima Online death vortex is not the spell but an animated item. It's a rare items not usually found for sale so it goes for a higher price.   The death vortex makes a great decoration in anyone's UO house.",,"death-vortex.png","death-vortex.png","29.99","19","44","0",,"0",,"0","0",NULL,"Primeval Lich Spawn","0","0","2022-08-29"
"922","Shoulder Parrot","This is a shoulder parrot with a random owner's name. It replaces the slot of your robe or shoulder pads with this parrot.  Double clicking it causes a parrot to float around your character. ",NULL,"shoulder-parrot.png","shoulder-parrot.png","4.99","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-09-27"
"923","Stygian Dragon Statuette","The Stygian Dragon Statuette is a decorative item representing the formidable Stygian Dragon, a peerless monster found in the Stygian Abyss Dungeon. ",,"stygian-dragon-statuette.png","stygian-dragon-statuette.png","22.49","49","0","0",,"0",,"0","0",NULL,,"0","0","2022-09-30"
"924","Skull Pole","The Skull Pole is a decorative item awarded as a rare drop from The True Harrower. It is part of the Champion Spawn Artifacts collection and features a vertical wooden post adorned with skulls. This item is highly sought after by collectors and players looking to enhance the eerie aesthetic of their homes. Due to its rarity, it is considered a valuable display piece within specialized collections.",NULL,"skull-pole.png","skull-pole.png","5.99","44","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-10-01"
"925","5.0 Begging","The Begging skill allows characters to solicit items and gold from non-player characters (NPCs). To enhance this skill, players can use a Scroll of Transcendence specific to Begging. These scrolls provide an immediate increase in the Begging skill by a specified amount, up to the character's skill cap.",,"5.0-begging.png","5.0-begging.png","0.99","12","0","0",,"0",,"0","0",NULL,,"0","0","2022-10-02"
"926","Mantle Of The Archlich","The Mantle of the Archlich in Ultima Online is a coveted robe that enhances a player's magical abilities. It provides significant boosts to spellcasting efficiency, including a +10 bonus to resisting spells, an 8% increase in spell damage, and an additional point in faster casting. This makes it particularly valuable for spellcasters who seek to maximize their offensive and defensive spellcasting capabilities. The robe has a strength requirement of 10 and boasts high durability, ensuring it can withstand prolonged use in various encounters. This item is part of the Treasures of the Archlich event, which features several other valuable items, and it is especially beneficial for builds focused on spell damage increase (SDI)

The newest SDI robe with 1 faster casting! Add an additional 8% to your SDI mage with this bad boy. <strong>This item can only be  delivered to Atlantic.</strong>

Shard Bound (Atlantic)
Resisting Spells: +10
Spell Damage Increase 8%
Faster Casting 1
Strength Requirement 10
Durability 255 / 255","Shard Bound (Atlantic)
Resisting Spells: +10
Spell Damage Increase 8%
Faster Casting 1
Strength Requirement 10
Durability 255 / 255","mantleofthearchlich.png","mantleofthearchlich.png","59.99","30","15","55","mage,tamer","0",,"0","1",NULL,"Treasures Of The Archlich","0","0","2022-10-09"
"927","Corrupted Paladin Vambraces","The Corrupted Paladin Vambraces are a sought-after piece of armor in Ultima Online, known for their impressive defensive and regenerative attributes. These vambraces, originating from the ""Treasures of the Archlich"" event, are particularly valuable for their balanced resistances, each set at 15% across physical, fire, cold, poison, and energy types. This comprehensive protection makes them a versatile choice for various combat scenarios. Additionally, the vambraces enhance the wearerâ€™s physical capabilities by providing bonuses to strength and dexterity, along with significant boosts to stamina and mana regeneration, making them ideal for sustaining prolonged engagements.

Beyond their defensive perks, the Corrupted Paladin Vambraces also offer a range of regenerative benefits, including increases in hit point regeneration and reductions in mana costs, which help in maintaining a character's resources during combat. With a weight of 5 stones and a strength requirement of 80, these vambraces are designed to be used by seasoned warriors who can meet the demanding physical requirements. Their durability of 255 ensures they are a reliable piece of equipment, capable of withstanding extensive use in the treacherous environments of Britannia.

These are the new warrior arms from the treasures of archlich event that happened in October.

Shard Bound (Atlantic Only)
Weight: 5 Stones
Strength Bonus 5
Dexterity Bonus 5
Stamina Increase 10
Mana Increase 10
Hit Point Regeneration 4
Stamina Regeneration 4
Mana Regeneration 4
Lower Mana Cost 8%
Physical Resist 15%
Fire Resist 15%
Cold Resist 15%
Poison Resist 15%
Energy Resist 15%
Strength Requirement 80
Durability 255 / 255","Shard Bound (Atlantic Only)
Weight: 5 Stones
Strength Bonus 5
Dexterity Bonus 5
Stamina Increase 10
Mana Increase 10
Hit Point Regeneration 4
Stamina Regeneration 4
Mana Regeneration 4
Lower Mana Cost 8%
Physical Resist 15%
Fire Resist 15%
Cold Resist 15%
Poison Resist 15%
Energy Resist 15%
Strength Requirement 80
Durability 255 / 255","corruptedpaladinvambracers.png","corruptedpaladinvambracers.png","8.99","15","40","55","melee, ranged","0",,"0","1",,"Treasures Of The Archlich","1","0","2022-10-09"
"928","Tabard Of The Fallen Paladin","The Tabard of the Fallen Paladin is a unique item in Ultima Online, obtainable as a reward from the Treasures of the Archlich event. This event took place in the dungeon Deceit, where players earned points by defeating enemies. The Tabard costs 10 points and is notable for being shard-bound, meaning it cannot be transferred between different game shards. This tabard is equipped in the robe slot and has a weight of 3 stones with a minimal strength requirement of 10. Its design and rarity make it a desirable piece of equipment for players who participated in the event, adding both aesthetic and collector's value to their character's attireâ€‹

This is going to be a great transmog item for robe slots in the future. Turn your robe slot item into this one of a kind tabard.

Weight: 3 Stones
Shard Bound (Atlantic)
Strength Requirement 10","Weight: 3 Stones
Shard Bound (Atlantic)
Strength Requirement 10","tabardofthefallenpaladin.png","tabardofthefallenpaladin.png","11.99","30","15","55","mage,tamer,melee,ranged","0",,"0","1",NULL,"Treasures Of The Archlich","0","0","2022-10-09"
"929","Cowl Of The Archlich","The Cowl of the Archlich is a notable artifact in Ultima Online, particularly sought after for its balanced set of resistances and low strength requirement. This headgear, introduced during the ""Treasures of the Archlich"" event, provides players with fire, cold, poison, and energy resistances, making it versatile for various combat situations. Its primary allure lies in its light weight and the ability to enhance a character's defensive capabilities without requiring significant strength, which is advantageous for both mages and fighters who prefer to maintain agility and quickness in battle.

This item was part of a special event held in the Deceit dungeon, where players collected points by defeating enemies and exchanged these points for unique rewards. The Cowl of the Archlich, with its mix of durability and resistances, became a prized possession for many players aiming to bolster their defense while maintaining flexibility in their gear setups. Its introduction into the game provided a new strategic element for equipment selection, enhancing both the survivability and overall performance of adventurers facing the numerous threats in Britannia.
Another great transmog item for head slots this time. Turn your head slot item into this one of a kind Cowl.

Weight: 3 Stones
Shard Bound (Atlantic)
Fire Resist 3%
Cold Resist 5%
Poison Resist 8%
Energy Resist 8%
Strength Requirement 10
Durability: 21 / 21","Weight: 3 Stones
Shard Bound (Atlantic)
Fire Resist 3%
Cold Resist 5%
Poison Resist 8%
Energy Resist 8%
Strength Requirement 10
Durability: 21 / 21","cowlofthearchlich.png","cowlofthearchlich.png","14.99","32","15","55","mage,tamer,melee,ranged","0",,"0","1",NULL,"Treasures Of The Archlich","0","0","2022-10-09"
"930","Collar Of The Archlich","The Collar of the Archlich is a coveted item in Ultima Online, obtainable through the ""Treasures of the Archlich"" event. This event was held in the dungeon Deceit during Halloween 2022 as part of Publish 114. Players participated by defeating dungeon denizens to earn turn-in points, which they could exchange for various rewards, including the Collar of the Archlich. The collar itself is a neck armor piece with moderate resistancesâ€”2% physical, 4% fire, 3% cold, 3% poison, and 3% energyâ€”and requires a strength of 30 to equip. It is shard-bound, meaning it can only be used on the shard where it was obtained.

In terms of gameplay, the Collar of the Archlich is particularly valuable for its balanced resistances and its role in enhancing a character's overall defense. While it doesn't boast the highest resistances, its blend of protection against multiple damage types makes it versatile. This item fits well into various character builds, especially those that benefit from well-rounded defensive gear. Players often prioritize acquiring it during the event, alongside other items like the gloves and mantle of the Archlich, which complement different playstyles and builds, from melee warriors to magic-focused characters

This wonderful transmog item for neck slots can be yours. Turn your neck slot item into this one of a kind collar.

Weight: 3 Stones
Shard Bound (Atlantic)
Physical Resist 2%
Fire Resist 4%
Cold Resist 3%
Poison Resist 3%
Energy Resist 3%
Strength Requirement 30
Durability: 36/ 36","Weight: 3 Stones
Shard Bound (Atlantic)
Physical Resist 2%
Fire Resist 4%
Cold Resist 3%
Poison Resist 3%
Energy Resist 3%
Strength Requirement 30
Durability: 36/ 36","collarofthearchlich.png","collarofthearchlich.png","9.99","32","15","55","mage,tamer,melee,ranged","0",,"0","1",NULL,"Treasures Of The Archlich","0","0","2022-10-09"
"931","Wildfire Lantern","The Wildfire Lantern in Ultima Online is a special off-hand item that enhances the abilities of spellcasters. Introduced during the Treasures of Demonic Forces event and later available in the Shrouded Sails event, this lantern provides several key benefits. It features Spell Channeling, allowing continuous spellcasting without unequipping the item, and offers a Mana Regeneration boost of 3, which helps in faster mana recovery. Additionally, it increases Spell Damage by 5%, improves casting speed with Faster Casting Recovery 2, and provides a 5% Fire Resistance. With a strength requirement of only 20 and a high durability of 255/255, the Wildfire Lantern is a durable and accessible piece of equipment for enhancing magical performance in the game.

Spell Channeling
Shard Bound (Atlantic)
Mana Regeneration 3
Spell Damage Increase 5%
Faster Casting Recovery 2
Fire Resist 5%
Durability 255/255","Spell Channeling
Shard Bound (Atlantic)
Mana Regeneration 3
Spell Damage Increase 5%
Faster Casting Recovery 2
Fire Resist 5%
Durability 255/255","wildfire-lantern.png","wildfire-lantern.png","4.99","55","0","0",,"0",,"0","0",NULL,"Wildfire Event","0","0","2022-10-13"
"932","Gloves Of The Archlich","The Gloves of the Archlich are a highly sought-after item in Ultima Online, particularly among mage characters. These gloves were introduced during the ""Treasures of the Archlich"" event, which took place in the dungeon Deceit during Halloween 2022. This event was part of the ""Publish 114"" update and was similar to previous ""Treasures Of"" events where players could earn points by defeating monsters and then exchange those points for unique rewards.

The Gloves of the Archlich are designed to enhance a mage's capabilities significantly. They offer a range of powerful attributes including a 15% Fire Eater, which allows the wearer to absorb a portion of fire damage dealt to them. Additionally, they provide bonuses to strength and intelligence (+5 each), increased hit points (+5), and mana (+8), as well as regeneration boosts for both hit points and mana (+3 each). They also reduce mana costs by 10% and reagent costs by 20%, making spellcasting more efficient. The gloves are also notable for their balanced resistances, each at 15% for physical, fire, cold, poison, and energy. These properties make the Gloves of the Archlich an essential part of any mage's equipment set, particularly for those engaged in player versus player (PvP) combat.

These gloves are ""Shard Bound,"" meaning they can only be used on the shard where they were acquired, preventing them from being transferred to other shards. This limitation adds to their rarity and value within their respective shards. Overall, the Gloves of the Archlich provide substantial benefits that enhance the effectiveness and survivability of mage characters in various combat scenarios.

These are the new mage gloves from the treasures of archlich event that happened in October. Every mage is now looking for gloves of the archlich to complete their suit. The regen and fire eater is a great for any mage especially PVP.

Shard Bound (Atlantic Only)
Fire Eater 15%
Strength Bonus 5
Intelligence Bonus 5
Hit Point Increase 5
Mana Increase 8
Hit Point Regeneration 3
Mana Regeneration 3
Lower Mana Cost 10%
Lower Reagent Cost 20%
Mage Armor
Physical Resist 15%
Fire Resist 15%
Cold Resist 15%
Poison Resist 15%
Energy Resist 15%
Durability 255/255","Shard Bound (Atlantic Only)
Fire Eater 15%
Strength Bonus 5
Intelligence Bonus 5
Hit Point Increase 5
Mana Increase 8
Hit Point Regeneration 3
Mana Regeneration 3
Lower Mana Cost 10%
Lower Reagent Cost 20%
Mage Armor
Physical Resist 15%
Fire Resist 15%
Cold Resist 15%
Poison Resist 15%
Energy Resist 15%
Durability 255/255","glovesofthearchlich.png","glovesofthearchlich.png","59.99","15","38","55","mage,tamer","0",,"0","1",,"Treasures Of The Archlich","1","0","2022-10-09"
"933","Bone x10000","Used to make bone armor and is a reagent used in mysticism.",,"bone-x1000.png","bone-x1000.png","1.49","14","0","0",,"0",,"0","0",NULL,,"0","0","2022-10-20"
"934","Hair Dye Abyssal","Abyssal Hair Dye is a special item that allows players to change their character's hair color to match the hue of Abyssal Cloth. It is a single-use item that comes in token form after entering a code purchased from the UO Game Codes online store. Using the token turns it into the hair dye, which can then be used, traded, or stored. It does not affect facial hair. Abyssal Hair Dye first went on sale on January 6, 2010.",,"hair-dye-abyssal.png","hair-dye-abyssal.png","11.99","31","0","0",,"0",,"0","0",NULL,,"0","0","2022-11-07"
"935","Gold Bricks","Gold bricks are unique decoration of oddly stacked bricks that shine with a bright gold color.  There are also more bricks that include things like platinum. ",,"gold-bricks.png","gold-bricks.png","0.99","44","0","0",,"0",,"0","0",NULL,"Paragon Mobs, Treasure Map Loot, SoS Bottle Loot","0","0","2022-11-10"
"937","Pigments of Tokuno Dye Invulnerability Blue",,NULL,"pigments-of-tokuno-dye-invulnerability-blue.png","pigments-of-tokuno-dye-invulnerability-blue.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"938","Pigments of Tokuno Dye Storm Bronze",,NULL,"pigments-of-tokuno-dye-storm-bronze.png","pigments-of-tokuno-dye-storm-bronze.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"939","Pigments of Tokuno Dye Coal",,NULL,"pigments-of-tokuno-dye-coal.png","pigments-of-tokuno-dye-coal.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"940","Pigments of Tokuno Dye Midnight Coal",,NULL,"pigments-of-tokuno-dye-midnight-coal.png","pigments-of-tokuno-dye-midnight-coal.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"941","Pigments of Tokuno Dye Faded Gold","A rare but also great gold color from Ultima Online is the faded gold pigments.  These gold pigments are the only way to dye things this color. If you have the UO gold required, you might be able to buy some in game for around 25 million. ","50 Uses","pigments-of-tokuno-dye-faded-gold.png","pigments-of-tokuno-dye-faded-gold.png","3.99","56","0","0",,"0",,"0","0",NULL,"Old token","0","0","2022-11-10"
"942","Pigments of Tokuno Dye Rose",,NULL,"pigments-of-tokuno-dye-rose.png","pigments-of-tokuno-dye-rose.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"943","Pigments of Tokuno Dye Faded Rose",,NULL,"pigments-of-tokuno-dye-faded-rose.png","pigments-of-tokuno-dye-faded-rose.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"944","Pigments of Tokuno Dye Faded Bronze",,NULL,"pigments-of-tokuno-dye-faded-bronze.png","pigments-of-tokuno-dye-faded-bronze.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"945","Pigments of Tokuno Dye Faded Coal",,NULL,"pigments-of-tokuno-dye-faded-coal.png","pigments-of-tokuno-dye-faded-coal.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"946","Pigments of Tokuno Dye Dryad Green",,NULL,"pigments-of-tokuno-dye-dryad-green.png","pigments-of-tokuno-dye-dryad-green.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"947","Pigments of Tokuno Dye Luna White",,NULL,"pigments-of-tokuno-dye-luna-white.png","pigments-of-tokuno-dye-luna-white.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"948","Pigments of Tokuno Dye Paragon Gold","Pick up a 50 charge bottle of this gold colored pigment. These come from the tokuno dye tokens and can be applied 50 times total. ","50 Uses","pigments-of-tokuno-dye-paragon-gold.png","pigments-of-tokuno-dye-paragon-gold.png","3.99","56","0","0",,"0",,"0","0",NULL,"Old tokens","0","0","2022-11-10"
"949","Pigments of Tokuno Dye Fire Orange",,NULL,"pigments-of-tokuno-dye-fire-orange.png","pigments-of-tokuno-dye-fire-orange.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"950","Pigments of Tokuno Dye Berserker Red",,NULL,"pigments-of-tokuno-dye-berserker-red.png","pigments-of-tokuno-dye-berserker-red.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"951","Pigments of Tokuno Dye Violet Purple",,NULL,"pigments-of-tokuno-dye-violet-courage-purple.png","pigments-of-tokuno-dye-violet-courage-purple.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"952","Pigments of Tokuno Dye Rum Red",,NULL,"pigments-of-tokuno-dye-rum-red.png","pigments-of-tokuno-dye-rum-red.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"953","Pigments of Tokuno Dye Nox Green",,NULL,"pigments-of-tokuno-dye-nox-green.png","pigments-of-tokuno-dye-nox-green.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"954","Pigments of Tokuno Dye Shadow Black",,NULL,"pigments-of-tokuno-dye-shadow-dancer-black.png","pigments-of-tokuno-dye-shadow-dancer-black.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"955","Haochi's Pigments Dye Minocian Fire",,NULL,"haochis-pigments-dye-minocian-fire.png","haochis-pigments-dye-minocian-fire.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"956","Haochi's Pigments Dye Campion White",,NULL,"haochis-pigments-dye-campion-white.png","haochis-pigments-dye-campion-white.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"957","Haochi's Pigments Dye Ocean Blue",,NULL,"haochis-pigments-dye-ocean-blue.png","haochis-pigments-dye-ocean-blue.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
"958","Haochi's Pigments Dye Pretty Pink",,NULL,"haochis-pigments-dye-pretty-pink.png","haochis-pigments-dye-pretty-pink.png","3.99","56","0","0",,"0",,"0","0",NULL,NULL,"0","0","2022-11-10"
